Unnamed: 0,recipe_name,Ingredients,Ingredients_alpha,eng_Ingredients_alpha,Ingredients_string,pays
0,"[' Chakhchoukhat bsakra', 'Tajine de viande aux crêpes', '']",-   semouline -   farine -    sel -oignon -huile -eau  -    agneau -   tomates - oignons     -     pois chiches   -  smen -   huile -   courgettes -    ail -  piment fort   -    poivre rouge -    sel -     poivre noir -    cumin -    carvi -    canelle  ,"{'canelle': 330, 'ail': 259, 'piment rouge': 362, 'semouline': 869, 'carvi': 326, 'cumin': 332, 'farine': 920, 'courgettes': 968, 'huile': 901, 'oignons  ': 348, 'pois chiches': 417, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'poivre rouge': 339, 'eau': 794, 'agneau': 275, 'smen': 60, 'tomates': 364 ,‘piment fort’ :  362}","{'cinnamon': 330, 'garlic': 259, 'capsicum': 362, 'semolina': 869, 'caraway': 326, 'cumin': 332, 'flour': 920, 'green zucchini': 968, 'cooking oil': 901, 'onion': 348, 'chickpea': 417, 'salt': 778, 'onion': 348, 'white pepper': 399, 'pepper': 339, 'water': 794, 'lamb': 275, 'butter': 60, 'tomato': 364 ,‘capsicum’ :  362}","'cinnamon', 'garlic', 'capsicum', 'semolina', 'caraway', 'cumin', 'flour', 'green zucchini', 'cooking oil', 'onion', 'chickpea', 'salt', 'onion', 'white pepper', 'pepper', 'water', 'lamb', 'butter', 'tomato','capsicum'",ALGERIE
3,"[' Kebab ', 'Tajine de viande aux pommes de terre frites', '']",-     mouton -   pommes de terre -   oignon   -     persil -    smen -    poivre noir -     cannelle  -    sel -huile    ,"{'pommes de terre': 373, 'huile': 901, 'cannelle': 330, 'mouton': 277, 'smen': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'persil': 338}","{'potato': 373, 'cooking oil': 901, 'cinnamon': 330, 'mutton': 277, 'butter': 60, 'salt': 778, 'onion': 348, 'white pepper': 399, 'parsley': 338}","'potato', 'cooking oil', 'cinnamon', 'mutton', 'butter', 'salt', 'onion', 'white pepper', 'parsley'",ALGERIE
6,"[' Mchimèche', ""Tajine de viande aux croquettes en forme d'abricots"", '']",-     mouton - oignon     -   amandes   -   smen  -   huile -     poivre noir -    cannelle -    sel -   viande   -   amande    - biscottes  -   oignon   -   beurre - blanc  œuf -   poivre noir -   canelle -     sel - jaunes  œuf -   farine -huile    ,"{'amande': 281, 'biscottes': 2, 'farine': 920, 'huile': 901, 'beurre': 60, 'viande': 276, 'canelle': 330, 'blanc  œuf': 985, 'jaunes  œuf': 983, 'cannelle': 330, 'amandes': 281, 'mouton': 277, 'smen': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399}","{'almond': 281, 'bread': 2, 'flour': 920, 'cooking oil': 901, 'butter': 60, 'meat': 276, 'cinnamon': 330, 'egg white': 985, 'egg yolk': 983, 'cinnamon': 330, 'almond': 281, 'mutton': 277, 'butter': 60, 'salt': 778, 'onion': 348, 'white pepper': 399}","'almond', 'bread', 'flour', 'cooking oil', 'butter', 'meat', 'cinnamon', 'egg white', 'egg yolk', 'cinnamon', 'almond', 'mutton', 'butter', 'salt', 'onion', 'white pepper'",ALGERIE
13,"[' Mtaouème aux amandes', '']",-     mouton -   amandes   -    ail -   smen -   huile -    poivre noir -    cannelle -    sel - citron -   oignon   -   viande   -    cumin -    cannelle -    poivre noir -   sel -    graines  anis vert -    farine - œuf -    amandes   -    ail  ,"{'cumin': 332, 'farine': 920, 'huile': 901, 'œuf': 0, 'viande': 276, 'ail': 259, 'cannelle': 330, 'amandes': 281, 'mouton': 277, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'citron': 240, 'graines  anis vert': 986}","{'cumin': 332, 'flour': 920, 'cooking oil': 901, 'egg': 0, 'meat': 276, 'garlic': 259, 'cinnamon': 330, 'almond': 281, 'mutton': 277, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'lemon': 240, 'green anise': 986}","'cumin', 'flour', 'cooking oil', 'egg', 'meat', 'garlic', 'cinnamon', 'almond', 'mutton', 'butter', 'salt', 'white pepper', 'onion', 'lemon', 'green anise'",ALGERIE
14,"[' Ragout de mouton en sauce piquante', 'Chtèteha lham', '']",-     mouton  -     pois chiches    - oignon     -   smen -piment rouge   -  ail - œufs -    poivre rouge -    sel -    poivre noir -    cannelle -   amandes     ,"{'œufs': 0, 'ail': 259, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'amandes': 281, 'smen': 60, 'sel': 778, 'oignon': 348, 'poivre noir': 399, 'poivre rouge': 339, 'piment rouge': 362}","{'egg': 0, 'garlic': 259, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'almond': 281, 'butter': 60, 'salt': 778, 'onion': 348, 'white pepper': 399, 'pepper': 339, 'capsicum': 362}","'egg', 'garlic', 'cinnamon', 'mutton', 'chickpea', 'almond', 'butter', 'salt', 'onion', 'white pepper', 'pepper', 'capsicum'",ALGERIE
15,"[' Sfiriya de coroquettes au fromage', '']",-     mouton -   oignon   -   smen -   pois chiches   -    poivre noir -   cannelle -    curcuma -   gruyère   -   pommes de terre -   viande   - œufs -   oignon   -     persil -   beurre -   sel -   poivre noir -   cannelle -farine - œufs -huile    ,"{'farine': 920, 'pommes de terre': 373, 'œufs': 0, 'gruyère': 73, 'viande': 276, 'beurre': 60, 'huile': 901, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'curcuma': 341, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'persil': 338}","{'flour': 920, 'potato': 373, 'egg': 0, 'gruyere cheese': 73, 'meat': 276, 'butter': 60, 'cooking oil': 901, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'turmeric': 341, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'parsley': 338}","'flour', 'potato', 'egg', 'gruyere cheese', 'meat', 'butter', 'cooking oil', 'cinnamon', 'mutton', 'chickpea', 'turmeric', 'butter', 'salt', 'white pepper', 'onion', 'parsley'",ALGERIE
16,"[' Tajine el-mbattane', 'Tajine de mouton aux croquettes de viande hachèe', '']",-    agneau -   beurre - oignons    -   tomates -    safran -   pois chiches    -   cannelle -    poivre noir -    sel -   viande   -   pommes de terre -    ail -   oignon   -     persil - œufs -    poivre noir -     cannelle -     sel - œufs -   semouline -huile    ,"{'pommes de terre': 373, 'œufs': 0, 'beurre': 60, 'viande': 276, 'ail': 259, 'oignons  ': 348, 'semouline': 869, 'huile': 901, 'safran': 340, 'cannelle': 330, 'agneau': 275, 'pois chiches': 417, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'tomates': 364, 'persil': 338}","{'potato': 373, 'egg': 0, 'butter': 60, 'meat': 276, 'garlic': 259, 'onion': 348, 'semolina': 869, 'cooking oil': 901, 'saffron': 340, 'cinnamon': 330,  'lamb': 275, 'chickpea': 417, 'salt': 778, 'white pepper': 399, 'onion': 348, 'tomato': 364, 'parsley': 338}","'potato', 'egg', 'butter', 'meat', 'garlic', 'onion', 'semolina', 'cooking oil', 'saffron', 'cinnamon',  'lamb', 'chickpea', 'salt', 'white pepper', 'onion', 'tomato', 'parsley'",ALGERIE
17,"[' Tajine el-baryane', '']",-    agneau -    oignons   -     pois chiches   -   smen -   huile - œufs -   vinaigre -   sel -   poivre noir -    cannelle  ,"{'œufs': 0, 'huile': 901, 'oignons  ': 348, 'cannelle': 330, 'agneau': 275, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'vinaigre': 322}","{'egg': 0, 'cooking oil': 901, 'onion': 348, 'cinnamon': 330, 'lamb': 275, 'chickpea': 417, 'butter': 60, 'salt': 778, 'white pepper': 399, 'vinegar': 322}","'egg', 'cooking oil', 'onion', 'cinnamon', 'lamb', 'chickpea', 'butter', 'salt', 'white pepper', 'vinegar'",ALGERIE
18,"[' Tajine el-djben', '']",-    agneau -   huile -   oignon   -   gruyère   - œufs -   safran -    poivre noir -     sel  ,"{'œufs': 0, 'huile': 901, 'gruyère': 73, 'safran': 340, 'agneau': 275, 'sel': 778, 'oignon': 348, 'poivre noir': 399}","{'egg': 0, 'cooking oil': 901, 'gruyere cheese': 73, 'saffron': 340, 'lamb': 275, 'salt': 778, 'onion': 348, 'white pepper': 399}","'egg', 'cooking oil', 'gruyere cheese', 'saffron', 'lamb', 'salt', 'onion', 'white pepper'",ALGERIE
20,"[' Tajine el mâadnous', 'Tajine de mouton au persil', '']",-     mouton - oignons    -   persil - œufs  -   smen  -   beurre -   vinaigre -   sel -    poivre noir -    cannelle  ,"{'œufs': 0, 'beurre': 60, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'persil': 338, 'vinaigre': 322}","{'egg': 0, 'butter': 60, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'butter': 60, 'salt': 778, 'white pepper': 399, 'parsley': 338, 'vinegar': 322}","'egg', 'butter', 'onion', 'cinnamon', 'mutton', 'butter', 'salt', 'white pepper', 'parsley', 'vinegar'",ALGERIE
21,"["" Tajine dâr'ammi"", 'Tajine de mouton aux croquettes de viande hachèe (au fromage)', '']",-     mouton - oignon     -   smen -   pois chiches    -    poivre noir -    sel -   viande   -   pain   -   fromage   -   oignon   -    persil -   poivre noir -   sel -   cannelle - blanc  œuf -huile -beurre  ,"{'huile': 901, 'beurre': 60, 'viande': 276, 'blanc  œuf': 985, 'pain': 2, 'mouton': 277, 'pois chiches': 417, 'cannelle': 330, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'fromage': 62, 'persil': 338}","{'cooking oil': 901, 'butter': 60, 'meat': 276, 'egg white': 985, 'bread': 2, 'mutton': 277, 'chickpea': 417, 'cinnamon': 330, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'cheese': 62, 'parsley': 338}","'cooking oil', 'butter', 'meat', 'egg white', 'bread', 'mutton', 'chickpea', 'cinnamon', 'butter', 'salt', 'white pepper', 'onion', 'cheese', 'parsley'",ALGERIE
24,"[' Tajine de viande aux artichauts farcis (sauce rouge)', '']",-     mouton -   viande   -    artichauts   - oignons   - œufs -  pois chiches   -   smen -   persil -    riz -   poivre rouge -    poivre noir -    cannelle -sel -citron  ,"{'riz': 55, 'œufs': 0, 'viande': 276, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'artichauts': 157, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'poivre rouge': 339, 'citron': 240, 'persil': 338}","{'rice': 55, 'egg': 0, 'meat': 276, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'artichoke': 157, 'butter': 60, 'salt': 778, 'white pepper': 399, 'pepper': 339, 'lemon': 240, 'parsley': 338}","'rice', 'egg', 'meat', 'onion', 'cinnamon', 'mutton', 'chickpea', 'artichoke', 'butter', 'salt', 'white pepper', 'pepper', 'lemon', 'parsley'",ALGERIE
29,"[' Tajine de viande aux courgettes farcies', ""Dolma qar'a"", '']",-     mouton -   smen -   huile -     pois chiches    - oignons     -   tomates -    poivre rouge -    poivre noir -    cannelle -    sel -   viande   -   courgettes -    riz -   oignon   -   persil - œuf -   poivre noir -   cannelle -     sel  ,"{'riz': 55, 'huile': 901, 'œuf': 0, 'viande': 276, 'oignons  ': 348, 'cannelle': 330, 'mouton': 277, 'pois chiches': 417, 'courgettes': 968, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'oignon': 348, 'tomates': 364, 'poivre rouge': 339, 'persil': 338}","{'rice': 55, 'cooking oil': 901, 'egg': 0, 'meat': 276, 'onion': 348, 'cinnamon': 330, 'mutton': 277, 'chickpea': 417, 'green zucchini': 968, 'butter': 60, 'salt': 778, 'white pepper': 399, 'onion': 348, 'tomato': 364, 'pepper': 339, 'parsley': 338}","'rice', 'cooking oil', 'egg', 'meat', 'onion', 'cinnamon', 'mutton', 'chickpea', 'green zucchini', 'butter', 'salt', 'white pepper', 'onion', 'tomato', 'pepper', 'parsley'",ALGERIE
37,"[' Tajine de viande aux haricots à ècosser', '']",-     mouton -   haricots   - oignons  -   tomates -   smen -   huile -   persil -   safran -    poivre noir -    cannelle -   gingembre -    sel  ,"{'huile': 901, 'oignons ': 348, 'gingembre': 333, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'haricots': 284, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'persil': 338}","{'cooking oil': 901, 'onion': 348, 'ginger': 333, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'beans': 284, 'butter': 60, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'parsley': 338}","'cooking oil', 'onion', 'ginger', 'saffron', 'cinnamon', 'mutton', 'beans', 'butter', 'salt', 'white pepper', 'tomato', 'parsley'",ALGERIE
45,"[' Tajine de viande aux petits pois et aux œufs', 'Lham bel-djelbana wal-bayd', '']",-     mouton -      pois   - oignon vert -   huile -   smen -   sucre - œufs -   safran -    poivre noir -    cannelle -    sel  ,"{'oignon vert': 472, 'sucre': 781, 'œufs': 0, 'huile': 901, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'pois': 288}","{'welsh onion': 472, 'sugar': 781, 'egg': 0, 'cooking oil': 901, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'butter': 60, 'salt': 778, 'white pepper': 399, 'peas': 288}","'welsh onion', 'sugar', 'egg', 'cooking oil', 'saffron', 'cinnamon', 'mutton', 'butter', 'salt', 'white pepper', 'peas'",ALGERIE
51,"[' Tajine de viande mhammar en sauce blonde', '']",-      mouton - oignon     -   beurre - œufs   -   amondes   -   safran -   cannelle -    sel  ,"{'œufs': 0, 'beurre': 60, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amondes': 281, 'sel': 778, 'oignon': 348}","{'egg': 0, 'butter': 60, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'salt': 778, 'onion': 348}","'egg', 'butter', 'saffron', 'cinnamon', 'mutton', 'almond', 'salt', 'onion'",ALGERIE
52,"[' Tajine de viande aux tomates et aux courgettes', '']",-    agneau -   tomates -   courgettes -   huile - oignons    -    ail -   persil -   coriandre -    gingembre -    poivre rouge -   poivre noir -   cumin -     piment fort   -sel  ,"{'cumin': 332, 'coriandre': 254, 'huile': 901, 'ail': 259, 'oignons  ': 348, 'gingembre': 333, 'agneau': 275, 'courgettes': 968, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'poivre rouge': 339, 'piment fort': 362, 'persil': 338}","{'cumin': 332, 'coriander': 254, 'cooking oil': 901, 'garlic': 259, 'onion  ': 348, 'ginger': 333, 'lamb': 275, 'green zucchini': 968, 'salt': 778, 'white pepper': 399, 'tomato': 364, 'pepper': 339, 'capsicum': 362, 'parsley: 338}","'cumin', 'coriander', 'cooking oil', 'garlic', 'onion', 'ginger', 'lamb', 'green zucchini', 'salt', 'white pepper', 'tomato', 'pepper', 'capsicum', 'parsley'",ALGERIE
54,"[' Tezdam lagha', 'mouton frit', '']",-     mouton -   huile -   smen -   pois chiches   - oignon      -    poivre noir - œufs -   farine -huile    ,"{'farine': 920, 'œufs': 0, 'huile': 901, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'oignon': 348, 'poivre noir': 399}","{'flour': 920, 'egg': 0, 'cooking oil': 901, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'onion': 348, 'white pepper': 399}","'flour', 'egg', 'cooking oil', 'mutton', 'chickpea', 'butter', 'onion', 'white pepper'",ALGERIE
55,"[' Tandjia', 'mouton brisè', '']",-      mouton  -   oignons -   tomates -   smen -   pois chiches   -   poivre noir -   persil -sel -  safran -  eau  ,"{'safran': 340, 'persil': 338, 'mouton': 277, 'pois chiches': 417, 'smen': 60, 'sel': 778, 'poivre noir': 399, 'tomates': 364, 'eau': 794, 'oignons': 348}","{'saffron': 340, 'parsley': 338, 'mutton': 277, 'chickpea': 417, 'butter': 60, 'salt': 778, 'white pepper: 399, 'tomato': 364, 'water': 794, 'onion': 348}","'saffron', 'parsley', 'mutton', 'chickpea', 'butter', 'salt', 'white pepper', 'tomato', 'water', 'onion'",ALGERIE
0,"["" Tajine de viande aux croquettes d'amandes"", 'chbah sefra', '']",-     mouton -   beurre -   sucre   -   sel -    eau de fleur  oranger -     amandes -     sucre     - œufs -   ma zena  ,"{'ma zena': 56, 'sucre': 781, 'œufs': 0, 'beurre': 60, 'mouton': 277, 'amandes': 281, 'sel': 778, 'eau de fleur  oranger': 121}","{'corn': 56, 'sugar': 781, 'egg': 0, 'butter': 60, 'mutton': 277, 'almond': 281, 'salt': 778, 'neroli oil': 121}","'corn', 'sugar', 'egg', 'butter', 'mutton', 'almond', 'salt', 'neroli oil'",ALGERIE
3,"["" Tajine de viande aux cigares de pâte d'amande feuilletèe"", ""Sâba' el-arousssa"", '']",-     mouton -   sucre -   oignon   -   smen  -    eau de fleur  oranger -   cannelle -    safran -   sel -    dioul -huile   -   amandes   -   beurre -   amandes   -   sucre   -    cannelle -    eau de fleur  oranger  ,"{'sucre': 781, 'semouline': 869, 'farine': 920, 'sel': 778, 'water': 794, 'huile': 901, 'beurre': 60, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amandes': 281, 'smen': 60, 'oignon': 348, 'eau de fleur  oranger': 121}","{'sugar': 781, 'semolina': 869, 'flour': 920, 'salt': 778, 'water': 794, 'cooking oil': 901, 'butter': 60, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'butter': 60, 'onion': 348, 'neroli oil': 121}","'sugar', 'semolina', 'flour', 'salt', 'water', 'cooking oil', 'butter', 'saffron', 'cinnamon', 'mutton', 'almond', 'butter', 'onion','neroli oil'",ALGERIE
8,"[' Tajine de viande aux figues', '']",-     mouton -    figues   -   smen -   sucre -   oignon   -   cannelle -    safran -     sel -   amandes   -    eau de fleur  oranger - ècorces  orange  ,"{'sucre': 781, 'figues': 181, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amandes': 281, 'smen': 60, 'sel': 778, 'oignon': 348, 'ècorces  orange': 122, 'eau de fleur  oranger': 121}","{'sugar': 781, 'fig': 181, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'butter': 60, 'salt': 778, 'onion': 348, 'orange oil': 122, 'neroli oil': 121}","'sugar', 'fig', 'saffron', 'cinnamon', 'mutton', 'almond', 'butter', 'salt', 'onion', 'orange oil', 'neroli oil'",ALGERIE
9,"["" Tajine de viande aux losanges d'amande"", 'Sfiriya de Tlemcen', '']",-     mouton -   smen -   sucre     -   oignon   -    eau de fleur  oranger -   cannelle -     safran -   sel -   amandes   -   sucre     -   eau de fleur  oranger -   cannelle - oeufs -   amandes   -   beurre  ,"{'sucre': 781, 'beurre': 60, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amandes': 281, 'oeufs': 0, 'smen': 60, 'sel': 778, 'oignon': 348, 'eau de fleur  oranger': 121}","{'sugar': 781, 'butter': 60, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'egg': 0, 'butter': 60, 'salt': 778, 'onion': 348, 'neroli oil': 121}","'sugar', 'butter', 'saffron', 'cinnamon', 'mutton', 'almond', 'egg', 'butter', 'salt', 'onion', 'neroli oil'",ALGERIE
12,"[' Tajine de viande aux pommes farcies', 'Lham hlou be teffah mahchi', '']",-     mouton -   pommes -   beurre -   sucre     -   oignon   -    eau de fleur  oranger - citron -   raisins   -   cannelle -    safran -   sel -   amandes   -     cannelle     - jaunes  œufs -   eau de fleur  oranger -   sucre    ,"{'sucre': 781, 'beurre': 60, 'jaunes  œufs': 983, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amandes': 281, 'raisins': 182, 'sel': 778, 'oignon': 348, 'pommes': 162, 'citron': 240, 'eau de fleur  oranger': 121}","{'sugar': 781, 'butter': 60, 'egg yolk': 983, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'grape': 182, 'salt': 778, 'onion': 348, 'apple': 162, 'lemon': 240, 'neroli oil': 121}","'sugar', 'butter', 'egg yolk', 'saffron', 'cinnamon', 'mutton', 'almond', 'grape', 'salt', 'onion', 'apple', 'lemon', 'neroli oil'",ALGERIE
14,"[' Tajine de viande aux raisins secs et au miel ', '']",-      mouton -   smen - oignon      -   cannelle -       safran -    sel -    raisins   -   miel -   canelle -   amandes   -   beurre     ,"{'miel': 315, 'beurre': 60, 'canelle': 330, 'safran': 340, 'cannelle': 330, 'mouton': 277, 'amandes': 281, 'raisins': 182, 'smen': 60, 'sel': 778, 'oignon': 348}","{'honey': 315, 'butter': 60, 'cinnamon': 330, 'saffron': 340, 'cinnamon': 330, 'mutton': 277, 'almond': 281, 'grape': 182, 'butter': 60, 'salt': 778, 'onion': 348}","'honey', 'butter', 'cinnamon', 'saffron', 'cinnamon', 'mutton', 'almond', 'grape', 'butter', 'salt', 'onion'",ALGERIE
6,"[' Beignets', 'ftayer = khfaf = sfendj', '']",-   farine -    levure de boulanger -    sel -  eau   -huile    ,"{'farine': 920, 'vinaigre': 322, 'pain': 2, 'sel': 778, 'eau': 794, 'huile': 901}","{'flour': 920, 'vinegar': 322, 'bread': 2, 'salt': 778, 'water': 794, 'cooking oil': 901}","'flour', 'vinegar', 'bread', 'salt', 'water', 'cooking oil'",ALGERIE
11,"[' Merfoussa', 'crêpes aux dattes', '']",-    trid -    beurre ou smen -    dattes -sucre   -   semouline -   farine -     sel -eau -huile -oignon  ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'eau': 794, 'beurre': 60, 'dattes': 177, 'sucre': 781, 'huile': 901, 'oignon': 348}","{'semolina': 869, 'flour': 920, 'salt': 778, 'water’: 794, 'butter': 60, 'dates': 177, 'sugar’: 781, 'cooking oil': 901, 'onion': 348}","'semolina', 'flour', 'salt', 'water', 'butter', 'dates', 'sugar', 'cooking oil', 'onion'",ALGERIE
12,"[' Crêpes aux raisins secs', '']",-   semouline -   farine - œufs -   beurre   -   raisins     -   levure de boulanger -    sel -eau -beurre -miel ou sucre -jaune  œuf  ,"{'semouline': 869, 'farine': 920, 'œufs': 0, 'beurre': 60, 'raisins': 182, 'vinaigre': 322, 'pain': 2, 'sel': 778, 'eau': 794, 'miel': 315, 'jaune  œuf': 983}","{'semolina': 869, 'flour': 920, 'egg': 0, 'butter': 60, 'grape': 182, 'vinegar': 322, 'bread': 2, 'salt': 778, 'water': 794, 'honey': 315, 'egg yolk': 983}","'semolina', 'flour', 'egg', 'butter', 'grape', 'vinegar', 'bread', 'salt', 'water', 'honey', 'egg yolk'",ALGERIE
13,"[' Flan à la farine', '']",-   farine -   sucre     - œufs -beurre -    sucre vanillè -   lait  ,"{'farine': 920, 'sucre': 781, 'œufs': 0, 'beurre': 60, 'vanille': 245, 'lait': 88}","{'flour': 920, 'sugar': 781, 'egg': 0, 'butter': 60, 'vanilla': 245, 'milk': 88}","'flour', 'sugar', 'egg', 'butter', 'vanilla', 'milk'",ALGERIE
14,"[' Flan aux pommes', '']",-  pommes   -     lait   - œufs -   sucre     -    farine -beurre -   sucre vanillè -jus   citron  ,"{'pommes': 162, 'lait': 88, 'œufs': 0, 'sucre': 781, 'farine': 920, 'beurre': 60, 'vanille': 245, 'jus   citron': 240}","{'apple': 162, 'milk': 88, 'egg': 0, 'sugar': 781, 'flour': 920, 'butter': 60, 'vanilla': 245, 'lemon': 240}","'apple', 'milk', 'egg', 'sugar', 'flour', 'butter', 'vanilla', 'lemon'",ALGERIE
19,"[' Mtaqba be dourmane', 'Losanges de semoule aux herbes', '']",-   semoule   -  huile -     eau -     sel   -   dourmane -    menthe  ,"{'semoule': 869, 'huile': 901, 'eau': 794, 'sel': 778, 'dourmane': 350, 'menthe': 262}","{'semolina': 869, 'cooking oil': 901, 'water': 794, 'salt': 778, 'peppermint': 350, 'mint': 262}","'semolina', 'cooking oil', 'water', 'salt', 'peppermint', 'mint'",ALGERIE
22,"[' Mhadjeb', 'Carrès de pate farcis', '']",-   semouline -   farine -    sel -eau -huile -   tomates -    oignons  - piment vert -   poivrons verts -   huile -    poivre noir -    sel  ,"{'semouline': 869, 'farine': 920, 'sel': 778, 'eau': 794, 'huile': 901, 'tomates': 364, 'oignons': 348, 'piment vert': 362, 'poivrons verts': 339, 'poivre noir': 399}","{'semolina': 869, 'flour': 920, 'salt': 778, 'water': 794, 'cooking oil': 901, 'tomato': 364, 'onion': 348, 'capsicum': 362, 'pepper': 339, 'white pepper': 399}","'semolina', 'flour', 'salt', 'water', 'cooking oil', 'tomato', 'onion', 'capsicum', 'pepper', 'white pepper'",ALGERIE
